200 45
29 83 14
29 84 48
29 85 29
29 86 49
29 87 46
29 88 5
29 89 4
29 90 15
29 91 22
29 92 49
29 93 46
29 94 44
29 95 41
29 96 28
29 97 11
29 98 7
29 99 23
29 100 4
29 101 4
29 102 9
29 103 24
29 104 29
29 105 46
29 106 23
29 107 14
29 108 11
29 109 41
29 110 12
29 111 24
29 112 48
29 113 21
29 114 31
29 115 8
29 116 42
29 117 8
29 118 36
29 119 26
29 120 18
29 121 1
29 122 11
29 123 8
29 124 50
29 125 9
29 126 47
29 127 49
29 128 17
29 129 9
29 130 10
29 131 35
29 132 46
29 133 10
29 134 49
29 135 39
29 136 38
29 137 19
29 138 37
29 139 16
29 140 42
29 141 30
29 142 32
29 143 10
29 144 21
29 145 28
29 146 2
29 147 30
29 148 18
29 149 30
29 150 18
29 151 48
29 152 15
29 153 37
29 154 46
29 155 50
29 156 9
29 157 46
29 158 19
29 159 50
29 160 21
29 161 24
29 162 27
29 163 32
29 164 11
29 165 19
29 166 28
29 167 11
29 168 12
29 169 41
29 170 19
29 171 38
29 172 40
29 173 34
29 174 40
29 175 2
29 176 19
29 177 31
29 178 35
29 179 21
29 180 44
29 181 32
29 182 33
29 183 43
29 184 32
29 185 38
29 186 39
29 187 49
29 188 23
29 189 29
29 190 31
29 191 6
29 192 13
29 193 43
29 194 25
29 195 2
29 196 1
29 197 7
29 198 23
29 199 25
29 200 28
30 31 1
30 32 17
30 33 45
30 34 38
30 35 32
30 36 46
30 37 26
30 38 5
30 39 30
30 40 40
30 41 22
30 42 24
30 43 3
30 44 36
30 45 40
30 46 35
30 47 48
30 48 47
30 49 4
30 50 33
30 51 38
30 52 22
30 53 1
30 54 5
30 55 36
30 56 11
30 57 16
30 58 10
30 59 33
30 60 32
30 61 36
30 62 18
30 63 24
30 64 43
30 65 28
30 66 23
30 67 6
30 68 13
30 69 9
30 70 14
30 71 49
30 72 50
30 73 24
30 74 28
30 75 22
30 76 38
30 77 35
30 78 30
30 79 41
30 80 42
30 81 3
30 82 25
30 83 35
30 84 23
30 85 4
30 86 33
30 87 18
30 88 29
30 89 8
30 90 13
30 91 35
30 92 39
30 93 41
30 94 41
30 95 25
30 96 41
30 97 43
30 98 18
30 99 39
30 100 47
30 101 15
30 102 27
30 103 44
30 104 49
30 105 33
30 106 35
30 107 4
30 108 23
30 109 1
30 110 14
30 111 31
30 112 25
30 113 9
30 114 31
30 115 39
30 116 46
30 117 33
30 118 29
30 119 47
30 120 2
30 121 8
30 122 3
30 123 21
30 124 38
30 125 48
30 126 11
30 127 40
30 128 30
30 129 21
30 130 48
30 131 9
30 132 2
30 133 45
30 134 5
30 135 4
30 136 24
30 137 27
30 138 14
30 139 21
30 140 21
30 141 6
30 142 35
30 143 2
30 144 23
30 145 10
30 146 47
30 147 4
30 148 11
30 149 16
30 150 18
30 151 43
30 152 13
30 153 21
30 154 34
30 155 38
30 156 16
30 157 28
30 158 41
30 159 20
30 160 39
30 161 37
30 162 29
30 163 41
30 164 26
30 165 13
30 166 9
30 167 23
30 168 3
30 169 10
30 170 21
30 171 26
30 172 3
30 173 20
30 174 9
30 175 35
30 176 38
30 177 49
30 178 45
30 179 24
30 180 16
30 181 2
30 182 28
30 183 34
30 184 2
30 185 14
30 186 48
30 187 46
30 188 42
30 189 10
30 190 4
30 191 32
30 192 14
30 193 47
30 194 28
30 195 35
30 196 46
30 197 16
30 198 20
30 199 24
30 200 39
31 32 21
31 33 25
31 34 15
31 35 49
31 36 2
31 37 25
31 38 40
31 39 2
31 40 10
31 41 14
31 42 33
31 43 25
31 44 2
31 45 11
31 46 5
31 47 46
31 48 35
31 49 8
31 50 36
31 51 27
31 52 28
31 53 12
31 54 34
31 55 11
31 56 30
31 57 35
31 58 40
31 59 4
31 60 31
31 61 4
31 62 42
31 63 25
31 64 37
31 65 1
31 66 9
31 67 11
31 68 46
31 69 23
31 70 16
31 71 23
31 72 15
31 73 7
31 74 27
31 75 24
31 76 15
31 77 12
31 78 18
31 79 31
31 80 13
31 81 37
31 82 38
31 83 13
31 84 6
31 85 25
31 86 31
31 87 41
31 88 14
31 89 40
31 90 9
31 91 35
31 92 14
31 93 45
31 94 35
31 95 17
31 96 14
31 97 16
31 98 36
31 99 8
31 100 27
31 101 11
31 102 6
31 103 34
31 104 25
31 105 20
31 106 38
31 107 24
31 108 13
31 109 49
31 110 36
31 111 1
31 112 24
31 113 43
31 114 9
31 115 41
31 116 38
31 117 6
31 118 33
31 119 49
31 120 40
31 121 22
31 122 31
31 123 22
31 124 45
31 125 31
31 126 38
31 127 25
31 128 10
31 129 47
31 130 38
31 131 1
31 132 20
31 133 17
31 134 27
31 135 44
31 136 5
31 137 29
31 138 4
31 139 42
31 140 43
31 141 42
31 142 17
31 143 26
31 144 20
31 145 50
31 146 35
31 147 9
31 148 43
31 149 27
31 150 22
31 151 33
31 152 45
31 153 34
31 154 35
31 155 48
31 156 38
31 157 48
31 158 46
31 159 16
31 160 41
31 161 9
31 162 21
31 163 15
31 164 11
31 165 41
31 166 24
31 167 41
31 168 36
31 169 42
31 170 28
31 171 39
31 172 2
31 173 42
31 174 35
31 175 43
31 176 38
31 177 40
31 178 24
31 179 41
31 180 41
31 181 22
31 182 8
31 183 22
31 184 28
31 185 17
31 186 10
31 187 44
31 188 20
31 189 25
31 190 32
31 191 22
31 192 2
31 193 40
31 194 14
31 195 26
31 196 32
31 197 44
31 198 36
31 199 6
31 200 5
32 33 50
32 34 16
32 35 6
32 36 34
32 37 31
32 38 27
32 39 21
32 40 47
32 41 39
32 42 23
32 43 48
32 44 46
32 45 4
32 46 45
32 47 1
32 48 25
32 49 38
32 50 3
32 51 12
32 52 40
32 53 30
32 54 26
32 55 13
32 56 28
32 57 30
32 58 19
32 59 15
32 60 23
32 61 42
32 62 42
32 63 1
32 64 21
32 65 5
32 66 10
32 67 39
32 68 19
32 69 13
32 70 7
32 71 13
32 72 38
32 73 15
32 74 26
32 75 48
32 76 43
32 77 2
32 78 7
32 79 28
32 80 42
32 81 48
32 82 41
32 83 22
32 84 36
32 85 32
32 86 8
32 87 35
32 88 31
32 89 32
32 90 21
32 91 22
32 92 8
32 93 42
32 94 32
32 95 9
32 96 20
32 97 18
32 98 37
32 99 2
32 100 28
32 101 35
32 102 29
32 103 29
32 104 45
32 105 37
32 106 34
32 107 11
32 108 1
32 109 28
32 110 8
32 111 41
32 112 8
32 113 41
32 114 18
32 115 47
32 116 15
32 117 32
32 118 8
32 119 26
32 120 7
32 121 12
32 122 40
32 123 34
32 124 23
32 125 4
32 126 8
32 127 13
32 128 5
32 129 26
32 130 1
32 131 30
32 132 38
32 133 25
32 134 17
32 135 10
32 136 29
32 137 21
32 138 25
32 139 45
32 140 45
32 141 8
32 142 19
32 143 30
32 144 17
32 145 2
32 146 7
32 147 2
32 148 27
32 149 24
32 150 45
32 151 45
32 152 46
32 153 41
32 154 18
32 155 48
32 156 26
32 157 31
32 158 46
32 159 6
32 160 37
32 161 49
32 162 3
32 163 10
32 164 45
32 165 19
32 166 10
32 167 15
32 168 8
32 169 21
32 170 4
32 171 15
32 172 10
32 173 42
32 174 13
32 175 31
32 176 44
32 177 16
32 178 20
32 179 34
32 180 21
32 181 15
32 182 15
32 183 48
32 184 20
32 185 42
32 186 46
32 187 29
32 188 16
32 189 18
32 190 4
32 191 28
32 192 27
32 193 1
32 194 15
32 195 41
32 196 50
32 197 2
32 198 48
32 199 5
32 200 40
33 34 4
33 35 8
33 36 18
33 37 27
33 38 1
33 39 25
33 40 49
33 41 7
33 42 4
33 43 7
33 44 39
33 45 38
33 46 2
33 47 24
33 48 24
33 49 7
33 50 44
33 51 37
33 52 37
33 53 32
33 54 23
33 55 42
33 56 4
33 57 29
33 58 39
33 59 17
33 60 39
33 61 39
33 62 30
33 63 49
33 64 7
33 65 45
33 66 50
33 67 30
33 68 16
33 69 43
33 70 5
33 71 39
33 72 5
33 73 42
33 74 21
33 75 9
33 76 12
33 77 50
33 78 13
33 79 31
33 80 49
33 81 45
33 82 30
33 83 25
33 84 1
33 85 34
33 86 10
33 87 49
33 88 30
33 89 33
33 90 35
33 91 41
33 92 18
33 93 49
33 94 18
33 95 40
33 96 29
33 97 35
33 98 27
33 99 20
33 100 20
33 101 29
33 102 22
33 103 22
33 104 44
33 105 43
33 106 35
33 107 46
33 108 25
33 109 22
33 110 38
33 111 31
33 112 37
33 113 5
33 114 30
33 115 33
33 116 40
33 117 12
33 118 18
33 119 14
33 120 45
33 121 49
33 122 18
33 123 44
33 124 29
33 125 42
33 126 1
33 127 38
33 128 8
33 129 37
33 130 40
33 131 15
33 132 41
33 133 50
33 134 42
33 135 31
33 136 38
33 137 1
33 138 40
33 139 8
33 140 23
33 141 27
33 142 34
33 143 20
33 144 33
33 145 16
33 146 4
33 147 20
33 148 49
33 149 23
33 150 32
33 151 34
33 152 44
33 153 5
33 154 6
33 155 28
33 156 13
33 157 32
33 158 47
33 159 9
33 160 17
33 161 43
33 162 48
33 163 11
33 164 22
33 165 44
33 166 49
33 167 9
33 168 17
33 169 12
33 170 16
33 171 46
33 172 5
33 173 10
33 174 17
33 175 49
33 176 7
33 177 33
33 178 46
33 179 23
33 180 13
33 181 47
33 182 15
33 183 50
33 184 21
33 185 40
33 186 10
33 187 3
33 188 43
33 189 38
33 190 7
33 191 1
33 192 4
33 193 38
33 194 28
33 195 34
33 196 46
33 197 1
33 198 32
33 199 50
33 200 35
34 35 47
34 36 8
34 37 5
34 38 29
34 39 10
34 40 26
34 41 14
34 42 36
34 43 4
34 44 34
34 45 28
34 46 36
34 47 19
34 48 40
34 49 28
34 50 29
34 51 33
34 52 33
34 53 19
34 54 22
34 55 28
34 56 7
34 57 10
34 58 16
34 59 28
34 60 28
34 61 44
34 62 38
34 63 17
34 64 8
34 65 17
34 66 30
34 67 24
34 68 35
34 69 24
34 70 11
34 71 16
34 72 12
34 73 9
34 74 50
34 75 5
34 76 47
34 77 11
34 78 42
34 79 15
34 80 30
34 81 36
34 82 41
34 83 47
34 84 9
34 85 50
34 86 3
34 87 44
34 88 7
34 89 7
34 90 28
34 91 9
34 92 15
34 93 30
34 94 37
34 95 28
34 96 8
34 97 48
34 98 2
34 99 16
34 100 39
34 101 2
34 102 45
34 103 18
34 104 28
34 105 14
34 106 23
34 107 44
34 108 32
34 109 47
34 110 17
34 111 24
34 112 16
34 113 14
34 114 16
34 115 37
34 116 44
34 117 21
34 118 37
34 119 1
34 120 30
34 121 24
34 122 41
34 123 25
34 124 12
34 125 11
34 126 11
34 127 44
34 128 46
34 129 20
34 130 1
34 131 36
34 132 6
34 133 25
34 134 41
34 135 11
34 136 44
34 137 3
34 138 44
34 139 7
34 140 5
34 141 20
34 142 28
34 143 23
34 144 18
34 145 16
34 146 48
34 147 17
34 148 49
34 149 36
34 150 32
34 151 38
34 152 47
34 153 40
34 154 27
34 155 47
34 156 14
34 157 33
34 158 23
34 159 38
34 160 10
34 161 41
34 162 4
34 163 7
34 164 14
34 165 50
34 166 29
34 167 4
34 168 4
34 169 28
34 170 20
34 171 18
34 172 26
34 173 33
34 174 11
34 175 8
34 176 21
34 177 38
34 178 28
34 179 44
34 180 41
34 181 38
34 182 19
34 183 50
34 184 45
34 185 27
34 186 26
34 187 39
34 188 27
34 189 2
34 190 32
34 191 2
34 192 26
34 193 31
34 194 37
34 195 13
34 196 1
34 197 24
34 198 7
34 199 46
34 200 48
35 36 23
35 37 16
35 38 17
35 39 27
35 40 11
35 41 23
35 42 43
35 43 35
35 44 50
35 45 49
35 46 9
35 47 36
35 48 45
35 49 27
35 50 43
35 51 43
35 52 39
35 53 27
35 54 21
35 55 14
35 56 44
35 57 32
35 58 22
35 59 37
35 60 22
35 61 12
35 62 7
35 63 1
35 64 49
35 65 43
35 66 25
35 67 1
35 68 38
35 69 16
35 70 6
35 71 37
35 72 29
35 73 23
35 74 23
35 75 7
35 76 43
35 77 10
35 78 3
35 79 46
35 80 34
35 81 44
35 82 14
35 83 43
35 84 17
35 85 4
35 86 42
35 87 48
35 88 6
35 89 19
35 90 45
35 91 8
35 92 1
35 93 29
35 94 33
35 95 3
35 96 11
35 97 8
35 98 13
35 99 2
35 100 2
35 101 33
35 102 16
35 103 35
35 104 32
35 105 31
35 106 29
35 107 33
35 108 44
35 109 30
35 110 14
35 111 14
35 112 49
35 113 44
35 114 47
35 115 23
35 116 25
35 117 5
35 118 35
35 119 13
35 120 48
35 121 45
35 122 8
35 123 37
35 124 31
35 125 43
35 126 25
35 127 11
35 128 46
35 129 10
35 130 11
35 131 19
35 132 34
35 133 13
35 134 34
35 135 43
35 136 37
35 137 15
35 138 40
35 139 44
35 140 1
35 141 46
35 142 45
35 143 28
35 144 17
35 145 27
35 146 31
35 147 44
35 148 45
35 149 48
35 150 21
35 151 46
35 152 2
35 153 37
35 154 28
35 155 7
35 156 41
35 157 32
35 158 42
35 159 44
35 160 33
35 161 6
35 162 25
35 163 7
35 164 1
35 165 13
35 166 11
35 167 7
35 168 12
35 169 3
35 170 4
35 171 19
35 172 29
35 173 18
35 174 24
35 175 48
35 176 28
35 177 11
35 178 30
35 179 22
35 180 46
35 181 22
35 182 25
35 183 49
35 184 49
35 185 13
35 186 20
35 187 35
35 188 31
35 189 8
35 190 41
35 191 38
35 192 10
35 193 47
35 194 4
35 195 11
35 196 42
35 197 50
35 198 20
35 199 23
35 200 25
36 37 6
36 38 46
36 39 24
36 40 31
36 41 32
36 42 8
36 43 7
36 44 35
36 45 48
36 46 19
36 47 47
36 48 16
36 49 47
36 50 7
36 51 13
36 52 46
36 53 16
36 54 18
36 55 36
36 56 38
36 57 23
36 58 24
36 59 5
36 60 4
36 61 13
36 62 33
36 63 2
36 64 34
36 65 14
36 66 30
36 67 34
36 68 34
36 69 27
36 70 3
36 71 48
36 72 10
36 73 7
36 74 14
36 75 7
36 76 16
36 77 27
36 78 11
36 79 40
36 80 20
36 81 29
36 82 8
36 83 16
36 84 38
36 85 39
36 86 14
36 87 26
36 88 18
36 89 12
36 90 28
36 91 3
36 92 18
36 93 11
36 94 45
36 95 16
36 96 8
36 97 47
36 98 12
36 99 42
36 100 44
36 101 24
36 102 27
36 103 24
36 104 14
36 105 21
36 106 4
36 107 19
36 108 21
36 109 24
36 110 39
36 111 33
36 112 30
36 113 16
36 114 37
36 115 47
36 116 33
36 117 13
36 118 44
36 119 8
36 120 40
36 121 12
36 122 10
36 123 21
36 124 17
36 125 23
36 126 18
36 127 25
36 128 2
36 129 14
36 130 18
36 131 34
36 132 31
36 133 46
36 134 12
36 135 33
36 136 41
36 137 11
36 138 3
36 139 47
36 140 31
36 141 35
36 142 38
36 143 43
36 144 6
36 145 44
36 146 8
36 147 5
36 148 11
36 149 46
36 150 36
36 151 27
36 152 2
36 153 8
36 154 44
36 155 5
36 156 39
36 157 23
36 158 37
36 159 22
36 160 43
36 161 23
36 162 9
36 163 36
36 164 30
36 165 20
36 166 41
36 167 20
36 168 24
36 169 24
36 170 29
36 171 36
36 172 32
36 173 41
36 174 36
36 175 19
36 176 22
36 177 41
36 178 24
36 179 29
36 180 29
36 181 44
36 182 50
36 183 44
36 184 4
36 185 4
36 186 41
36 187 31
36 188 43
36 189 20
36 190 27
36 191 27
36 192 27
36 193 47
36 194 8
36 195 28
36 196 5
36 197 45
36 198 29
36 199 8
36 200 19
37 38 16
37 39 32
37 40 10
37 41 26
37 42 28
37 43 37
37 44 26
37 45 37
37 46 39
37 47 27
37 48 22
37 49 6
37 50 20
37 51 17
37 52 15
37 53 15
37 54 20
37 55 38
37 56 18
37 57 18
37 58 6
37 59 45
37 60 1
37 61 41
37 62 22
37 63 20
37 64 31
37 65 46
37 66 12
37 67 37
37 68 6
37 69 34
37 70 19
37 71 50
37 72 47
37 73 36
37 74 4
37 75 6
37 76 3
37 77 29
37 78 7
37 79 14
37 80 26
37 81 41
37 82 32
37 83 35
37 84 46
37 85 22
37 86 26
37 87 10
37 88 47
37 89 13
37 90 26
37 91 47
37 92 39
37 93 9
37 94 2
37 95 3
37 96 20
37 97 24
37 98 1
37 99 24
37 100 16
37 101 40
37 102 43
37 103 30
37 104 6
37 105 37
37 106 8
37 107 40
37 108 24
37 109 37
37 110 29
37 111 12
37 112 46
37 113 32
37 114 29
37 115 26
37 116 5
37 117 19
37 118 11
37 119 43
37 120 26
37 121 22
37 122 7
37 123 24
37 124 7
37 125 46
37 126 2
37 127 42
37 128 49
37 129 28
37 130 10
37 131 33
37 132 33
37 133 29
37 134 17
37 135 9
37 136 12
37 137 1
37 138 25
37 139 27
37 140 37
37 141 16
37 142 8
37 143 35
37 144 1
37 145 43
37 146 44
37 147 35
37 148 21
37 149 14
37 150 6
37 151 4
37 152 9
37 153 30
37 154 46
37 155 46
37 156 18
37 157 15
37 158 18
37 159 26
37 160 17
37 161 42
37 162 33
37 163 33
37 164 34
37 165 46
37 166 39
37 167 44
37 168 15
37 169 49
37 170 31
37 171 24
37 172 1
37 173 20
37 174 32
37 175 7
37 176 17
37 177 48
37 178 13
37 179 24
37 180 27
37 181 41
37 182 16
37 183 1
37 184 49
37 185 17
37 186 1
37 187 23
37 188 47
37 189 18
37 190 39
37 191 18
37 192 3
37 193 24
37 194 20
37 195 24
37 196 44
37 197 48
37 198 5
37 199 36
37 200 20
38 39 12
38 40 21
38 41 6
38 42 6
38 43 16
38 44 43
38 45 25
38 46 5
38 47 19
38 48 42
38 49 1
38 50 1
38 51 33
38 52 22
38 53 25
38 54 18
38 55 11
38 56 17
38 57 31
38 58 29
38 59 45
38 60 38
38 61 27
38 62 49
38 63 50
38 64 49
38 65 5
38 66 44
38 67 43
38 68 15
38 69 41
38 70 17
38 71 37
38 72 38
38 73 25
38 74 27
38 75 21
38 76 13
38 77 45
38 78 15
38 79 1
38 80 47
38 81 20
38 82 46
38 83 10
38 84 21
38 85 46
38 86 44
38 87 19
38 88 40
38 89 27
38 90 13
38 91 45
38 92 20
38 93 40
38 94 42
38 95 44
38 96 17
38 97 33
38 98 35
38 99 37
38 100 46
38 101 23
38 102 7
38 103 10
38 104 40
38 105 20
38 106 29
38 107 22
38 108 49
38 109 44
38 110 49
38 111 30
38 112 17
38 113 26
38 114 48
38 115 48
38 116 49
38 117 43
38 118 31
38 119 41
38 120 3
38 121 11
38 122 22
38 123 50
38 124 37
38 125 46
38 126 3
38 127 15
38 128 49
38 129 24
38 130 7
38 131 38
38 132 36
38 133 39
38 134 13
38 135 24
38 136 6
38 137 42
38 138 49
38 139 7
38 140 24
38 141 1
38 142 20
38 143 39
38 144 26
38 145 36
38 146 28
38 147 35
38 148 37
38 149 29
38 150 50
38 151 43
38 152 17
38 153 32
38 154 23
38 155 32
38 156 6
38 157 16
38 158 24
38 159 35
38 160 27
38 161 28
38 162 12
38 163 42
38 164 43
38 165 13
38 166 49
38 167 7
38 168 16
38 169 32
38 170 4
38 171 18
38 172 6
38 173 1
38 174 50
38 175 36
38 176 28
38 177 12
38 178 3
38 179 35
38 180 26
38 181 47
38 182 14
38 183 36
38 184 4
38 185 43
38 186 31
38 187 30
38 188 43
38 189 17
38 190 31
38 191 28
38 192 3
38 193 47
38 194 49
38 195 37
38 196 18
38 197 45
38 198 36
38 199 39
38 200 32
39 40 9
39 41 2
39 42 44
39 43 1
39 44 44
39 45 30
39 46 25
39 47 16
39 48 5
39 49 43
39 50 3
39 51 9
39 52 30
39 53 17
39 54 31
39 55 5
39 56 14
39 57 48
39 58 8
39 59 5
39 60 30
39 61 5
39 62 38
39 63 48
39 64 47
39 65 36
39 66 29
39 67 12
39 68 31
39 69 15
39 70 24
39 71 13
39 72 5
39 73 45
39 74 21
39 75 31
39 76 5
39 77 30
39 78 4
39 79 29
39 80 44
39 81 31
39 82 39
39 83 50
39 84 48
39 85 40
39 86 30
39 87 26
39 88 11
39 89 47
39 90 34
39 91 30
39 92 12
39 93 43
39 94 45
39 95 23
39 96 11
39 97 27
39 98 50
39 99 6
39 100 13
39 101 17
39 102 37
39 103 33
39 104 43
39 105 37
39 106 22
39 107 19
39 108 14
39 109 4
39 110 3
39 111 44
39 112 23
39 113 47
39 114 48
39 115 35
39 116 29
39 117 26
39 118 16
39 119 47
39 120 24
39 121 50
39 122 14
39 123 7
39 124 22
39 125 26
39 126 7
39 127 3
39 128 24
39 129 19
39 130 22
39 131 30
39 132 47
39 133 14
39 134 43
39 135 16
39 136 22
39 137 9
39 138 7
39 139 50
39 140 40
39 141 43
39 142 2
39 143 38
39 144 10
39 145 31
39 146 18
39 147 50
39 148 15
39 149 8
39 150 21
39 151 12
39 152 14
39 153 20
39 154 33
39 155 11
39 156 46
39 157 47
39 158 46
39 159 13
39 160 31
39 161 34
39 162 25
39 163 38
39 164 9
39 165 12
39 166 48
39 167 48
39 168 1
39 169 31
39 170 41
39 171 22
39 172 20
39 173 11
39 174 5
39 175 1
39 176 16
39 177 19
39 178 39
39 179 46
39 180 43
39 181 15
39 182 49
39 183 20
39 184 22
39 185 11
39 186 30
39 187 11
39 188 15
39 189 44
39 190 48
39 191 48
39 192 8
39 193 8
39 194 2
39 195 26
39 196 5
39 197 21
39 198 27
39 199 30
39 200 38
40 41 49
40 42 20
40 43 26
40 44 49
40 45 13
40 46 17
40 47 28
40 48 37
40 49 28
40 50 34
40 51 10
40 52 27
40 53 3
40 54 20
40 55 20
40 56 44
40 57 43
40 58 15
40 59 23
40 60 28
40 61 24
40 62 36
40 63 24
40 64 33
40 65 7
40 66 29
40 67 11
40 68 32
40 69 27
40 70 7
40 71 3
40 72 36
40 73 34
40 74 13
40 75 31
40 76 31
40 77 42
40 78 15
40 79 40
40 80 31
40 81 25
40 82 23
40 83 39
40 84 13
40 85 3
40 86 32
40 87 45
40 88 38
40 89 41
40 90 39
40 91 3
40 92 44
40 93 31
40 94 20
40 95 41
40 96 44
40 97 11
40 98 7
40 99 39
40 100 2
40 101 34
40 102 22
40 103 14
40 104 5
40 105 12
40 106 39
40 107 36
40 108 35
40 109 4
40 110 11
40 111 1
40 112 50
40 113 24
40 114 44
40 115 47
40 116 16
40 117 32
40 118 44
40 119 25
40 120 39
40 121 8
40 122 19
40 123 38
40 124 39
40 125 16
40 126 19
40 127 14
40 128 32
40 129 31
40 130 24
40 131 11
40 132 38
40 133 42
40 134 31
40 135 44
40 136 11
40 137 19
40 138 17
40 139 40
40 140 5
40 141 34
40 142 21
40 143 1
40 144 11
40 145 33
40 146 17
40 147 39
40 148 3
40 149 50
40 150 27
40 151 26
40 152 34
40 153 7
40 154 14
40 155 32
40 156 7
40 157 33
40 158 37
40 159 11
40 160 26
40 161 26
40 162 31
40 163 30
40 164 33
40 165 29
40 166 29
40 167 41
40 168 13
40 169 17
40 170 15
40 171 38
40 172 10
40 173 50
40 174 12
40 175 29
40 176 29
40 177 45
40 178 27
40 179 7
40 180 28
40 181 26
40 182 10
40 183 37
40 184 43
40 185 21
40 186 30
40 187 7
40 188 8
40 189 16
40 190 18
40 191 26
40 192 24
40 193 31
40 194 50
40 195 48
40 196 6
40 197 18
40 198 15
40 199 4
40 200 35
41 42 20
41 43 9
41 44 12
41 45 14
41 46 44
41 47 30
41 48 41
41 49 32
41 50 43
41 51 20
41 52 44
41 53 12
41 54 24
41 55 30
41 56 34
41 57 28
41 58 8
41 59 49
41 60 22
41 61 6
41 62 49
41 63 32
41 64 28
41 65 8
41 66 29
41 67 26
41 68 39
41 69 7
41 70 48
41 71 37
41 72 5
41 73 16
41 74 38
41 75 49
41 76 7
41 77 36
41 78 45
41 79 25
41 80 41
41 81 8
41 82 30
41 83 11
41 84 36
41 85 23
41 86 15
41 87 18
41 88 23
41 89 18
41 90 30
41 91 42
41 92 23
41 93 45
41 94 36
41 95 2
41 96 23
41 97 26
41 98 27
41 99 44
41 100 15
41 101 30
41 102 8
41 103 34
41 104 5
41 105 22
41 106 13
41 107 42
41 108 29
41 109 36
41 110 15
41 111 29
41 112 1
41 113 35
41 114 50
41 115 45
41 116 2
41 117 16
41 118 38
41 119 32
41 120 11
41 121 27
41 122 19
41 123 7
41 124 18
41 125 40
41 126 35
41 127 11
41 128 36
41 129 15
41 130 42
41 131 34
41 132 35
41 133 26
41 134 15
41 135 50
41 136 23
41 137 50
41 138 3
41 139 31
41 140 39
41 141 13
41 142 38
41 143 16
41 144 6
41 145 2
41 146 17
41 147 26
41 148 17
41 149 20
41 150 29
41 151 6
41 152 40
41 153 8
41 154 32
41 155 24
41 156 29
41 157 43
41 158 19
41 159 37
41 160 35
41 161 20
41 162 46
41 163 33
41 164 13
41 165 11
41 166 22
41 167 5
41 168 38
41 169 18
41 170 47
41 171 43
41 172 3
41 173 8
41 174 10
41 175 37
41 176 48
41 177 12
41 178 6
41 179 30
41 180 39
41 181 7
41 182 6
41 183 5
41 184 33
41 185 47
41 186 17
41 187 7
41 188 42
41 189 30
41 190 50
41 191 13
41 192 24
41 193 20
41 194 50
41 195 15
41 196 35
41 197 43
41 198 47
41 199 17
41 200 14
42 43 39
42 44 3
42 45 17
42 46 41
42 47 38
42 48 39
42 49 23
42 50 1
42 51 4
42 52 17
42 53 46
42 54 25
42 55 21
42 56 17
42 57 18
42 58 18
42 59 21
42 60 35
42 61 49
42 62 46
42 63 48
42 64 1
42 65 20
42 66 40
42 67 49
42 68 24
42 69 13
42 70 9
42 71 27
42 72 31
42 73 46
42 74 40
42 75 15
42 76 47
42 77 30
42 78 7
42 79 12
42 80 16
42 81 25
42 82 24
42 83 4
42 84 16
42 85 48
42 86 41
42 87 21
42 88 50
42 89 3
42 90 30
42 91 43
42 92 42
42 93 3
42 94 35
42 95 12
42 96 49
42 97 28
42 98 27
42 99 27
42 100 16
42 101 5
42 102 49
42 103 31
42 104 26
42 105 34
42 106 45
42 107 39
42 108 6
42 109 6
42 110 37
42 111 38
42 112 25
42 113 35
42 114 50
42 115 12
42 116 46
42 117 32
42 118 1
42 119 16
42 120 14
42 121 8
42 122 38
42 123 23
42 124 8
42 125 5
42 126 31
42 127 31
42 128 2
42 129 22
42 130 8
42 131 19
42 132 21
42 133 23
42 134 40
42 135 44
42 136 49
42 137 44
42 138 14
42 139 40
42 140 18
42 141 47
42 142 6
42 143 8
42 144 2
42 145 39
42 146 31
42 147 41
42 148 41
42 149 24
42 150 4
42 151 30
42 152 13
42 153 13
42 154 44
42 155 32
42 156 15
42 157 10
42 158 31
42 159 49
42 160 19
42 161 10
42 162 6
42 163 38
42 164 6
42 165 50
42 166 49
42 167 42
42 168 19
42 169 18
42 170 6
42 171 6
42 172 49
42 173 34
42 174 35
42 175 27
42 176 49
42 177 43
42 178 14
42 179 1
42 180 34
42 181 27
42 182 12
42 183 5
42 184 22
42 185 7
42 186 36
42 187 48
42 188 35
42 189 38
42 190 40
42 191 38
42 192 3
42 193 33
42 194 19
42 195 7
42 196 34
42 197 35
42 198 6
42 199 39
42 200 29
43 44 27
43 45 37
43 46 27
43 47 48
43 48 31
43 49 34
43 50 3
43 51 24
43 52 13
43 53 24
43 54 21
43 55 17
43 56 12
43 57 40
43 58 29
43 59 22
43 60 4
43 61 23
43 62 12
43 63 26
43 64 48
43 65 46
43 66 30
43 67 4
43 68 30
43 69 22
43 70 27
43 71 43
43 72 22
43 73 46
43 74 11
43 75 33
43 76 24
43 77 28
43 78 31
43 79 32
43 80 27
43 81 35
43 82 48
43 83 30
43 84 17
43 85 7
43 86 28
43 87 1
43 88 3
43 89 28
43 90 3
43 91 46
43 92 43
43 93 22
43 94 48
43 95 49
43 96 35
43 97 38
43 98 19
43 99 33
43 100 9
43 101 46
43 102 16
43 103 36
43 104 6
43 105 23
43 106 22
43 107 41
43 108 6
43 109 20
43 110 32
43 111 27
43 112 36
43 113 20
43 114 45
43 115 17
43 116 21
43 117 34
43 118 11
43 119 31
43 120 46
43 121 10
43 122 6
43 123 3
43 124 1
43 125 21
